Addon,Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10
ember-detect-tracking-protection,1.25,1.875,2.14285,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-dev-fixtures,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-device-detection,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
ember-devtools,5.0,5.0,5.0,5.0,5.0,4.375,4.375,4.44444,4.40993,4.54545
ember-dialog,5.0,5.0,5.71428,5.71428,5.71428,6.25,5.625,5.67901,5.65217,5.75757
ember-dialogs,5.0,5.625,6.42857,7.14285,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-dialogue,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-did-change-attrs,6.25,6.25,6.42857,7.57142,7.57142,7.875,7.25,7.16049,7.20496,7.0303
ember-diff-attrs,5.0,6.0,6.14285,7.28571,7.28571,6.375,5.75,5.80246,5.77639,5.63636
ember-dirtier,6.25,6.25,7.14285,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-disable-document-write,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-disable-prototype-extensions,7.5,7.5,7.85714,7.85714,7.85714,8.125,8.125,8.14814,8.13664,8.18181
ember-disable-proxy-controllers,3.75,4.75,4.71428,5.85714,4.42857,3.875,3.875,3.95061,3.91304,4.0606
ember-disclosure-triangle,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-display-in-browser,3.75,4.375,5.0,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-disqus,5.0,5.625,6.42857,7.14285,7.14285,6.25,5.625,5.67901,5.65217,5.75757
ember-divider-dots,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-django-adapter,8.75,8.75,9.28571,9.28571,9.28571,8.125,8.125,8.14814,8.13664,8.18181
ember-django-csrf,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-dnd-helpers,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-dnf-blueprints,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-do-forms,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-doc-engine,2.5,2.5,2.85714,2.85714,1.42857,2.5,2.5,2.59259,2.54658,2.48484
ember-document-title,7.5,7.5,7.85714,7.85714,7.85714,6.875,6.875,6.91358,6.8944,6.96969
ember-documentary,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.63636
ember-dom-click-listener,2.5,3.125,3.57142,4.28571,4.28571,5.0,5.0,5.06172,5.03105,4.90909
ember-dom-inventory,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-dompurify,5.0,5.625,6.42857,7.14285,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-dp-map,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-drag-drop,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.75757
ember-drag-drop-multiple,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-drag-drop-polyfill,3.75,4.375,5.0,5.0,3.57142,3.125,3.125,3.20987,3.1677,3.33333
ember-drag-n-drop-upload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345,0.06211,0.0606
ember-drag-sort,6.25,6.25,6.42857,6.42857,5.0,5.625,5.625,5.67901,5.65217,5.75757
ember-draggable,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-dragula,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-dressy-table,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-drop,5.0,5.625,6.42857,7.14285,7.14285,6.25,5.625,5.67901,5.65217,5.75757
ember-drop-zone,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-dropkick,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-drupal-waterwheel,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-ds-inline-edit,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-ds-table,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.45454
ember-dyna-table,3.75,3.75,4.28571,5.0,5.0,4.375,4.375,4.44444,4.40993,4.30303
ember-dynamic-alias,2.5,2.5,2.85714,2.85714,2.85714,3.75,3.75,3.7037,3.7267,3.87878
ember-dynamic-component,3.75,3.75,4.28571,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-dynamic-fields,2.5,2.5,2.85714,3.57142,3.57142,3.125,3.125,3.20987,3.1677,3.0909
ember-dynamic-format-currency,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-dynamic-menu,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-dynamic-render,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.87878
ember-dynamic-render-template,5.0,6.0,6.85714,8.0,6.57142,5.75,5.75,5.67901,5.71428,5.57575
ember-dynamic-stylesheet,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-e3,5.0,5.0,5.71428,5.71428,5.71428,6.25,5.625,5.67901,5.65217,5.51515
ember-each-in-polyfill,5.0,5.0,5.71428,5.71428,5.71428,6.25,5.625,5.67901,5.65217,5.51515
ember-each-of,5.0,5.0,5.71428,6.85714,5.42857,4.75,4.75,4.81481,4.7826,4.90909
ember-easy-dropdown,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-easy-form,5.0,5.0,5.0,5.0,5.0,5.625,5.625,5.67901,5.65217,5.75757
ember-easy-form-extensions,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-easy-orm,3.75,4.375,5.0,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-easy-pie-chart,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-elasticsearch,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-electron,7.5,8.5,9.0,9.0,9.0,9.125,9.125,9.1358,9.13043,9.15151
ember-element-helper,7.5,7.5,8.57142,8.57142,7.14285,6.25,6.25,6.29629,6.27329,6.12121
ember-element-query,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-element-resize,3.75,3.75,4.28571,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-element-resize-detector,6.25,7.25,7.57142,8.71428,8.71428,8.875,8.25,8.14814,8.19875,8.0
ember-element-ui,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-eline,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-ella-sparse,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.63636
ember-ella-treadmill,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-elm,2.5,3.5,4.0,5.14285,5.14285,4.5,3.875,3.95061,3.91304,3.81818
ember-elsewhere,6.25,6.875,6.42857,7.57142,7.57142,7.875,7.875,7.90123,7.88819,7.93939
ember-emberfire-find-query,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.23456,1.24223,1.45454
ember-emblr,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.51515
ember-emoji,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-emojione,5.0,5.0,5.71428,5.71428,4.28571,5.0,5.0,5.06172,5.03105,5.15151
ember-emotion,7.5,7.5,8.57142,8.57142,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-empathy,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-enforcer,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-engines,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.75757
ember-engines-dedupe-vendor,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-engines-microservice,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-enhanced-computed,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-enhanced-router,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-entypo,1.25,1.875,2.14285,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-enum,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-error-handler,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-error-logger,3.75,4.75,5.42857,6.57142,6.57142,7.0,6.375,6.41975,6.39751,6.24242
ember-es-adapter,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-es-class-generators,3.75,4.375,5.0,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-es6-class-codemod-dyfactor,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,4.93827,4.96894,5.0909
ember-es6-object,2.5,2.5,2.85714,3.57142,2.14285,3.125,3.125,3.08641,3.10559,3.0303
ember-esri-loader,6.25,6.25,7.14285,7.14285,7.14285,6.25,5.625,5.55555,5.59006,5.69696
ember-ethers,5.0,5.0,5.0,5.0,5.0,4.375,4.375,4.44444,4.40993,4.30303
ember-exam,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ember-exception-handling,5.0,5.625,6.42857,7.57142,6.14285,5.375,5.375,5.43209,5.40372,5.27272
ember-exclaim,7.5,7.5,8.57142,8.57142,7.14285,7.5,7.5,7.53086,7.51552,7.57575
ember-exex,3.75,4.375,5.0,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-exif,3.75,4.75,5.42857,5.42857,4.0,3.5,3.5,3.58024,3.54037,3.45454
ember-exif-reader-shim,7.5,8.125,8.57142,8.57142,8.57142,7.5,7.5,7.4074,7.45341,7.51515
ember-expand-multiline,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-expand-on-focus,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-expanding-sidebars,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-experiments,3.75,4.75,5.42857,6.57142,6.57142,5.75,5.125,5.18518,5.15527,5.0303
ember-export-application-global,7.5,7.5,7.85714,7.85714,7.85714,8.125,8.125,8.14814,8.13664,8.18181
ember-export-config,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-export-sass-variables,3.75,3.75,4.28571,5.0,5.0,4.375,4.375,4.44444,4.40993,4.54545
ember-ext-pop-over,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-external-link,5.0,5.625,6.42857,7.14285,5.71428,5.0,5.0,4.93827,4.96894,4.84848
ember-ez-tabs,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-facebook-video,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-facial-recognition,3.75,3.75,4.28571,4.28571,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-factory-for-polyfill,5.0,5.0,5.0,5.0,5.0,4.375,3.75,3.82716,3.78881,3.93939
ember-fade-element,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-fake-content,6.25,6.25,6.42857,7.14285,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-faker,5.0,6.0,6.14285,7.28571,7.28571,7.625,7.625,7.65432,7.63975,7.69696
ember-fakerjs,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-fast-link-to,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-fast-load-initializers,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-fastboot-addon-tests,5.0,6.0,6.85714,8.0,8.0,7.0,7.0,7.03703,7.01863,6.84848
ember-fastboot-app-tests,6.25,6.875,7.85714,7.85714,6.42857,5.625,5.625,5.67901,5.65217,5.51515
ember-fastboot-form-rehydration,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.7037,3.7267,3.63636
ember-fastboot-rooturl-patch,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-favourite-heart,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-faye,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-feature-controls,7.5,7.5,8.57142,8.57142,8.57142,8.75,8.125,8.14814,8.13664,8.18181
ember-feature-flags,7.5,7.5,7.14285,8.28571,8.28571,7.25,7.25,7.28395,7.26708,7.33333
ember-fedora-adapter,7.5,7.5,8.57142,8.57142,8.57142,7.5,6.875,6.91358,6.8944,6.72727
ember-fetch,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ember-fetch-adapter,6.25,6.875,7.14285,7.85714,6.42857,5.625,5.625,5.67901,5.65217,5.51515
ember-fetch-jsonp,6.25,6.875,7.14285,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-fetchjax,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-fhir,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-fhir-adapter,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.51515
ember-file-drop,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-file-drop-zone,7.5,7.5,8.57142,8.57142,7.14285,6.25,6.25,6.29629,6.27329,6.12121
ember-file-icons,6.25,6.25,7.14285,7.14285,7.14285,6.25,6.25,6.17283,6.21118,6.0606
ember-file-upload,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ember-filepicker,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-filestack,7.5,7.5,8.57142,8.57142,8.57142,7.5,7.5,7.53086,7.51552,7.57575
ember-filesystem,1.25,1.25,1.42857,1.42857,1.42857,2.5,2.5,2.46913,2.48447,2.42424
ember-filter-image,5.0,5.0,5.71428,5.71428,4.28571,5.0,5.0,5.06172,5.03105,4.90909
ember-filter-params,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-filter-sort,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-filters,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-fingerprint-translations,2.5,3.125,3.57142,4.28571,2.85714,3.75,3.75,3.7037,3.7267,3.63636
ember-firebase,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-firebase-adapter,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-firebase-background-queue,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-firebase-sdk,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-firebase-service,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-firebaseui,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-fit-form,7.5,7.5,8.57142,8.57142,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-fit-to-window-mixin,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-flash-message,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-flash-message-2000,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-flash-messages,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-flatpickr,10.0,10.0,10.0,10.0,10.0,8.75,8.75,8.76543,8.75776,8.78787
ember-flex-grid,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-flex-menu,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-flexberry-data,7.5,7.5,8.57142,8.57142,8.57142,7.5,7.5,7.53086,7.51552,7.57575
ember-flexure,2.5,2.5,2.85714,2.85714,2.85714,3.75,3.75,3.82716,3.78881,3.69696
ember-flickity,7.5,7.5,8.57142,8.57142,8.57142,7.5,6.875,6.91358,6.8944,6.72727
ember-flip-preloader,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-float-label,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-floating-mobile-buttons,3.75,4.375,5.0,5.71428,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-flowtype,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345,0.06211,0.0606
ember-focus-trapper,6.25,6.25,7.14285,7.14285,5.71428,5.0,5.0,5.06172,5.03105,4.90909
ember-font-awesome,7.5,8.125,7.85714,8.57142,8.57142,8.75,8.75,8.76543,8.75776,8.78787
ember-font-plex,1.25,1.875,2.14285,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-forecast-io,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12345,0.06211,0.30303
ember-forge-ui,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-fork-me,7.5,7.5,8.57142,8.57142,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-form-builder,5.0,5.625,6.42857,7.57142,6.14285,5.375,5.375,5.43209,5.40372,5.51515
ember-form-components,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-form-fields,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-form-for,8.75,8.75,9.28571,9.28571,9.28571,9.375,9.375,9.38271,9.37888,9.39393
ember-form-master-2000,7.5,7.5,8.57142,8.57142,8.57142,7.5,7.5,7.53086,7.51552,7.57575
ember-form-object,5.0,5.0,5.71428,5.71428,5.71428,5.0,4.375,4.44444,4.40993,4.30303
ember-form-tool,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-form-validate,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-form-validation,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-form-validations,2.5,3.125,3.57142,4.28571,2.85714,3.75,3.75,3.82716,3.78881,3.69696
ember-form-validator,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-format,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-format-currency,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-format-json,2.5,2.5,2.85714,2.85714,1.42857,2.5,2.5,2.46913,2.48447,2.42424
ember-formatted-number,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.27272
ember-formly,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-formtastic,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.23456,1.24223,1.21212
ember-formulaic,3.75,3.75,4.28571,4.28571,2.85714,3.75,3.75,3.82716,3.78881,3.69696
ember-foundation-sass,2.5,2.5,2.85714,2.85714,1.42857,1.25,1.25,1.35802,1.30434,1.51515
ember-fountainhead,5.0,5.0,5.71428,5.71428,5.71428,6.25,5.625,5.67901,5.65217,5.75757
ember-foxy-forms,7.5,7.5,8.57142,8.57142,8.57142,7.5,7.5,7.53086,7.51552,7.57575
ember-fp,1.25,1.25,1.42857,1.42857,1.42857,1.25,1.25,1.35802,1.30434,1.51515
ember-fr-markdown-file,2.5,2.5,2.85714,2.85714,2.85714,2.5,1.875,1.85185,1.86335,1.81818
ember-freestyle,7.5,8.5,8.28571,9.42857,9.42857,8.25,8.25,8.2716,8.26086,8.0606
ember-froala,2.5,2.5,2.85714,2.85714,2.85714,3.75,3.75,3.82716,3.78881,3.93939
ember-froala-editor,8.75,8.75,9.28571,9.28571,9.28571,9.375,9.375,9.38271,9.37888,9.39393
ember-frost-about-dialog,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-frost-buckets,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.63636
ember-frost-bunsen,5.0,5.625,6.42857,7.14285,7.14285,7.5,7.5,7.53086,7.51552,7.57575
ember-frost-button,2.5,2.5,2.85714,2.85714,2.85714,3.75,3.75,3.82716,3.78881,3.93939
ember-frost-component,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.7037,3.7267,3.87878
ember-frost-core,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-date-picker,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-demo-components,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-fields,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-file-picker,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-icons,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-frost-info-bar,5.0,5.625,6.42857,7.57142,7.57142,6.625,6.625,6.66666,6.64596,6.72727
ember-frost-link,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.46913,2.48447,2.66666
ember-frost-list,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.17283,6.21118,6.30303
ember-frost-loading,2.5,2.5,2.85714,2.85714,2.85714,2.5,1.875,1.85185,1.86335,2.0606
ember-frost-login,2.5,2.5,2.85714,2.85714,2.85714,2.5,1.875,1.9753,1.92546,2.12121
ember-frost-lts,5.0,5.0,5.71428,5.71428,4.28571,3.75,3.75,3.7037,3.7267,3.63636
ember-frost-modal,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-modal-dialog,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-frost-modal-input,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-frost-navigation,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-notifier,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-object-browser,5.0,5.625,6.42857,7.14285,7.14285,7.5,7.5,7.53086,7.51552,7.57575
ember-frost-object-details,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.17283,6.21118,6.30303
ember-frost-page-title,3.75,4.375,5.0,5.71428,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-frost-password,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,4.93827,4.96894,5.0909
ember-frost-popover,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-scroll,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,4.93827,4.96894,5.0909
ember-frost-select,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,4.93827,4.96894,5.0909
ember-frost-sidebar,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.17283,6.21118,6.30303
ember-frost-sort,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-table,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-tabs,5.0,5.625,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.36363
ember-frost-test,2.5,3.125,3.57142,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-frost-text-area,2.5,2.5,2.85714,2.85714,2.85714,2.5,1.875,1.85185,1.86335,1.81818
ember-frost-textarea,2.5,2.5,2.85714,2.85714,2.85714,2.5,1.875,1.85185,1.86335,2.0606
ember-frost-viz,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-fryctoria,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-fsm,5.0,4.75,5.42857,6.57142,6.57142,5.75,5.75,5.80246,5.77639,5.87878
ember-fullcalendar,5.0,5.0,5.0,5.0,5.0,4.375,4.375,4.44444,4.40993,4.54545
ember-fullscreen,5.0,5.0,5.71428,5.71428,5.71428,5.0,5.0,5.06172,5.03105,5.15151
ember-functional-modifiers,6.25,6.25,7.14285,7.14285,5.71428,5.0,5.0,4.93827,4.96894,4.84848
ember-functional-validation,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
ember-fuse-shim,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.93939
ember-fusioncharts,6.25,6.25,7.14285,7.14285,7.14285,6.25,5.625,5.67901,5.65217,5.75757
ember-fuzzy-shim,2.5,2.5,2.85714,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.72727
ember-g-map,6.25,6.25,6.42857,7.14285,7.14285,6.25,6.25,6.29629,6.27329,6.12121
ember-g-recaptcha,6.25,6.25,6.42857,6.42857,6.42857,5.625,5.625,5.67901,5.65217,5.75757
ember-gather,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-gauge,1.25,1.25,1.42857,1.42857,0.0,0.0,0.0,0.12345,0.06211,0.0606
ember-gen-helpers,3.75,3.75,4.28571,4.28571,4.28571,3.75,3.75,3.82716,3.78881,3.69696
ember-geocomplete,3.75,3.75,3.57142,3.57142,3.57142,3.125,3.125,3.08641,3.10559,3.0303
ember-gestures,5.0,6.0,5.42857,6.57142,6.57142,7.0,7.0,7.03703,7.01863,7.0909
ember-get-all-model,1.25,1.875,2.14285,2.85714,2.85714,2.5,2.5,2.59259,2.54658,2.48484
